Iteracion,TamanoPareto,PoblacionUnica,DiversidadRutas,MejorLatencia,MejorPerdida,MejorJitter,MejorAnchoBanda,PromedioIntentosSinMejora
157,20,30,0.9504926601252142,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.966666666666667
158,20,30,0.949053677829584,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.666666666666667
159,20,30,0.9447060767381528,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.566666666666667
160,20,30,0.9443429900479008,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.1
161,20,30,0.9468668612098754,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.2333333333333334
162,20,30,0.9500654307126919,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.5
163,20,30,0.9491158431330198,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.8
164,20,30,0.9388700919533337,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.8333333333333335
165,20,30,0.9504127127677847,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.8333333333333335
166,20,30,0.9460025844896204,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.6666666666666665
167,20,30,0.9436907362676328,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.2
168,20,30,0.9402199787549341,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.1333333333333333
169,20,30,0.9337600228466405,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.9
170,20,30,0.9370311541998037,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.933333333333333
171,20,30,0.9408705497496078,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.266666666666667
172,20,30,0.9457119677073618,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.8333333333333335
173,20,30,0.9448765225329695,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.1666666666666665
174,20,30,0.9430256688725248,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.7333333333333334
175,20,30,0.9498701230036305,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.3333333333333335
176,20,30,0.9496898274898721,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.966666666666667
177,20,30,0.9464273837822744,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.966666666666667
178,20,30,0.9451545646385182,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.466666666666667
179,20,30,0.9467320850248323,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.533333333333333
180,20,30,0.9490993686781696,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.566666666666667
181,20,30,0.9544006012735183,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.533333333333333
182,20,30,0.9480015445981301,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.5
183,20,30,0.9493279010401862,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.5
184,20,30,0.9448870500730407,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.7
185,20,30,0.9500041871352739,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.2
186,20,30,0.9414977539697833,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.8666666666666667
187,20,30,0.9478719808730905,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.7333333333333334
188,20,30,0.945186136060682,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.8333333333333335
189,20,30,0.9413408032122532,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.6666666666666665
190,20,30,0.9425625022981826,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.5
191,21,30,0.9451216979131977,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,1.9666666666666666
192,21,30,0.9517918789051143,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.2
193,21,30,0.9481976657681338,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.3333333333333335
194,21,30,0.9440372321280199,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.1333333333333333
195,21,30,0.943032355090476,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.4
196,21,30,0.9463891496673486,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.4
197,21,30,0.9448726891721422,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.533333333333333
198,21,30,0.9462172580847842,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.1333333333333333
199,21,30,0.9454016798271737,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.0
200,21,30,0.9490951224082294,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,1.8333333333333333
201,21,30,0.9470507973909661,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,1.7666666666666666
202,21,30,0.9465445093055203,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.433333333333333
203,21,30,0.9460207824356239,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.3333333333333335
204,21,30,0.9435185543717303,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.033333333333333
205,21,30,0.9229519060859512,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.2666666666666666
206,21,30,0.9121376182968702,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.333333333333333
207,21,30,0.9134372998119087,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.666666666666667
208,21,30,0.9285730677417202,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.7666666666666666
209,21,30,0.9290722561683709,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.7666666666666666
210,21,30,0.9402577272168142,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.3666666666666667
211,21,30,0.934407303323415,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.066666666666667
212,21,30,0.9355837937557963,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.966666666666667
213,21,30,0.9413079622689293,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.8
214,21,30,0.9405379690413892,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.2666666666666666
215,21,30,0.9370255192898588,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.566666666666667
216,21,30,0.9368968121639389,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.2
217,21,30,0.9316229197708397,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.2666666666666666
218,21,30,0.9272232185763073,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.6666666666666665
219,21,30,0.927971419703185,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.6333333333333333
220,21,30,0.9266197966958818,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.866666666666666
221,21,30,0.9342792539111482,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.3333333333333335
222,21,30,0.9337786404212725,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,4.466666666666667
223,21,30,0.9447455697260665,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.2666666666666666
224,21,30,0.9400743411451755,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.1
225,21,30,0.9343049621779147,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.3333333333333335
226,21,30,0.9401908997850894,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.4
227,21,30,0.9461877503434887,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.933333333333333
228,21,30,0.9422593237308255,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.3333333333333335
229,21,30,0.9511780365658403,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,3.2
230,21,30,0.9507329102413229,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.6333333333333333
231,21,30,0.9371033197495745,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.5
232,21,30,0.9483403970291826,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.566666666666667
233,21,30,0.9458492033506192,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,1.6
234,21,30,0.9412703078849607,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,1.6666666666666667
235,21,30,0.9399427118954482,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,1.9666666666666666
236,21,30,0.9418406899405106,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.2
237,21,30,0.9571523428577982,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,1.6
238,21,30,0.9589103654197773,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.066666666666667
239,21,30,0.9492570686550205,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,1.9666666666666666
240,22,30,0.9517450649993492,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.1666666666666665
241,22,30,0.9481215069332346,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.1
242,22,30,0.9416315448622132,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,2.1333333333333333
243,22,30,0.9321466702723701,32.744690824397125,0.003673527410583022,3.5937157683551857,542.6819804522029,1.9333333333333333
